Player,Salary,Season,PTS,AST,REB,TOV,IntegrationMethod,Source
chauncey billups,2000032.0,2012,299.0,80.0,50.0,38.0,Exact,both
dante cunningham,2000000.0,2012,333.0,37.0,246.0,29.0,Exact,both
earl watson,2000000.0,2012,149.0,217.0,121.0,85.0,Exact,both
patrick patterson,1959960.0,2012,490.0,53.0,286.0,49.0,Exact,both
austin daye,1929600.0,2012,194.0,33.0,91.0,40.0,Exact,both
matt barnes,1906200.0,2012,491.0,126.0,344.0,73.0,Exact,both
luke babbitt,1892280.0,2012,202.0,16.0,95.0,27.0,Exact,both
larry sanders,1861920.0,2012,186.0,33.0,160.0,43.0,Exact,both
omer asik,1857500.0,2012,205.0,32.0,350.0,68.0,Exact,both
marcus morris sr.,1823280.0,2012,40.0,3.0,16.0,4.0,Exact,both
kawhi leonard,1809840.0,2012,507.0,70.0,327.0,44.0,Exact,both
keith bogans,1728000.0,2012,21.0,3.0,11.0,3.0,Exact,both
kevin seraphin,1680360.0,2012,453.0,33.0,280.0,66.0,Exact,both
donte greene,1679914.0,2012,285.0,34.0,133.0,32.0,Exact,both
renaldo balkman,1675000.0,2012,42.0,5.0,26.0,6.0,Exact,both
ty lawson,1654440.0,2012,999.0,401.0,227.0,149.0,Exact,both
eric bledsoe,1596360.0,2012,132.0,66.0,65.0,47.0,Exact,both
jeff teague,1579920.0,2012,831.0,321.0,159.0,134.0,Exact,both
sebastian telfair,1567500.0,2012,368.0,138.0,91.0,68.0,Exact,both
gustavo ayon,1567500.0,2012,319.0,74.0,265.0,46.0,Exact,both
iman shumpert,1563120.0,2012,563.0,164.0,186.0,111.0,Exact,both
george hill,1540493.0,2012,481.0,145.0,151.0,52.0,Exact,both
avery bradley,1524480.0,2012,484.0,87.0,115.0,75.0,Exact,both
eric maynor,1516680.0,2012,38.0,22.0,13.0,11.0,Exact,both
jeff ayres,1500000.0,2012,34.0,4.0,33.0,2.0,Exact,both
gary forbes,1500000.0,2012,319.0,54.0,102.0,54.0,Exact,both
james jones,1500000.0,2012,185.0,19.0,49.0,10.0,Exact,both
chris singleton,1485000.0,2012,306.0,49.0,233.0,38.0,Exact,both
darren collison,1455960.0,2012,621.0,287.0,187.0,114.0,Exact,both
elliot williams,1442880.0,2012,88.0,6.0,19.0,5.0,Exact,both
tobias harris,1418160.0,2012,208.0,22.0,101.0,31.0,Exact,both
craig brackins,1404960.0,2012,22.0,8.0,15.0,4.0,Exact,both
james anderson,1402540.0,2012,190.0,41.0,79.0,30.0,Exact,both
nolan smith,1365720.0,2012,167.0,62.0,56.0,42.0,Exact,both
jamaal tinsley,1352181.0,2012,137.0,123.0,45.0,52.0,Exact,both
kurt thomas,1352181.0,2012,160.0,46.0,188.0,31.0,Exact,both
omri casspi,1341960.0,2012,459.0,66.0,228.0,64.0,Exact,both
hamed haddadi,1300000.0,2012,70.0,8.0,71.0,21.0,Exact,both
trevor booker,1294920.0,2012,419.0,40.0,325.0,58.0,Exact,both
serge ibaka,1288200.0,2012,603.0,28.0,498.0,79.0,Exact,both
byron mullens,1288200.0,2012,606.0,57.0,327.0,74.0,Exact,both
kenneth faried,1254720.0,2012,471.0,36.0,352.0,54.0,Exact,both
damion james,1243080.0,2012,34.0,3.0,33.0,12.0,Exact,both
rodrigue beaubois,1236720.0,2012,472.0,152.0,151.0,70.0,Exact,both
brian cook,1223166.0,2012,81.0,10.0,63.0,11.0,Exact,both
brian cook,1223166.0,2012,31.0,2.0,23.0,4.0,Exact,both
brian cook,1223166.0,2012,50.0,8.0,40.0,7.0,Exact,both
royal ivey,1200000.0,2012,71.0,10.0,24.0,9.0,Exact,both
taj gibson,1195680.0,2012,484.0,47.0,332.0,60.0,Exact,both
dominique jones,1193280.0,2012,88.0,42.0,44.0,28.0,Exact,both
sam young,1184750.0,2012,74.0,9.0,41.0,9.0,Exact,both
sam young,1184750.0,2012,40.0,6.0,21.0,7.0,Exact,both
sam young,1184750.0,2012,114.0,15.0,62.0,16.0,Exact,both
earl clark,1160000.0,2012,123.0,18.0,124.0,25.0,Exact,both
reggie jackson,1156320.0,2012,140.0,71.0,53.0,36.0,Exact,both
wayne ellington,1154040.0,2012,311.0,33.0,99.0,26.0,Exact,both
quincy pondexter,1153800.0,2012,271.0,27.0,126.0,30.0,Exact,both
toney douglas,1145640.0,2012,237.0,77.0,72.0,56.0,Exact,both
jordan hamilton,1121520.0,2012,115.0,20.0,62.0,16.0,Exact,both
jordan crawford,1120440.0,2012,938.0,190.0,168.0,141.0,Exact,both
greivis vasquez,1113600.0,2012,589.0,359.0,173.0,148.0,Exact,both
daniel orton,1105560.0,2012,45.0,5.0,39.0,7.0,Exact,both
christian eyenga,1097520.0,2012,9.0,4.0,12.0,2.0,Exact,both
christian eyenga,1097520.0,2012,8.0,1.0,2.0,1.0,Exact,both
christian eyenga,1097520.0,2012,17.0,5.0,14.0,3.0,Exact,both
lazar hayward,1097520.0,2012,37.0,4.0,16.0,9.0,Exact,both
norris cole,1082520.0,2012,441.0,133.0,91.0,105.0,Exact,both
cory joseph,1074720.0,2012,58.0,34.0,25.0,12.0,Exact,both
von wafer,1069509.0,2012,194.0,29.0,45.0,35.0,Exact,both
marshon brooks,1063865.0,2012,708.0,131.0,200.0,118.0,Exact,both
stephen jackson,1059750.0,2012,274.0,77.0,82.0,66.0,Exact,both
stephen jackson,1059750.0,2012,187.0,41.0,81.0,37.0,Exact,both
stephen jackson,1059750.0,2012,461.0,118.0,163.0,103.0,Exact,both
dejuan blair,1054000.0,2012,611.0,78.0,351.0,92.0,Exact,both
jajuan johnson,1042320.0,2012,114.0,6.0,58.0,14.0,Exact,both
earl barron,1027424.0,2012,4.0,0.0,1.0,0.0,Exact,both
jimmy butler,1020960.0,2012,109.0,14.0,56.0,14.0,Exact,both
jon brockman,1000000.0,2012,37.0,9.0,75.0,10.0,Exact,both
jeremy pargo,1000000.0,2012,126.0,55.0,37.0,46.0,Exact,both
ian mahinmi,915852.0,2012,354.0,12.0,289.0,50.0,Exact,both
john lucas iii,915852.0,2012,369.0,108.0,76.0,42.0,Exact,both
brandan wright,915852.0,2012,340.0,13.0,174.0,21.0,Exact,both
henry walker,885120.0,2012,189.0,37.0,80.0,35.0,Exact,both
demarre carroll,885120.0,2012,12.0,3.0,3.0,2.0,Exact,both
demarre carroll,885120.0,2012,95.0,15.0,50.0,9.0,Exact,both
demarre carroll,885120.0,2012,107.0,18.0,53.0,11.0,Exact,both
jannero pargo,854389.0,2012,282.0,96.0,73.0,49.0,Exact,both
derrick byars,854389.0,2012,10.0,1.0,11.0,0.0,Exact,both
josh davis,854389.0,2012,28.0,6.0,27.0,3.0,Exact,both
jodie meeks,854389.0,2012,556.0,54.0,161.0,29.0,Exact,both
mickael pietrus,854389.0,2012,289.0,25.0,130.0,33.0,Exact,both
jamaal magloire,854389.0,2012,41.0,6.0,113.0,22.0,Exact,both
maurice evans,854389.0,2012,117.0,9.0,24.0,10.0,Exact,both
dominic mcguire,854389.0,2012,227.0,110.0,246.0,56.0,Exact,both
derrick brown,854389.0,2012,524.0,67.0,236.0,55.0,Exact,both
tracy mcgrady,854389.0,2012,273.0,110.0,154.0,53.0,Exact,both
trey johnson,854389.0,2012,21.0,4.0,12.0,5.0,Exact,both
reggie evans,854389.0,2012,104.0,17.0,271.0,44.0,Exact,both
roger mason jr.,854389.0,2012,286.0,47.0,69.0,32.0,Exact,both
hassan whiteside,854389.0,2012,29.0,0.0,39.0,5.0,Exact,both
craig smith,854389.0,2012,156.0,19.0,110.0,24.0,Exact,both
sasha pavlovic,854389.0,2012,120.0,18.0,72.0,20.0,Exact,both
jared jeffries,854389.0,2012,170.0,26.0,152.0,29.0,Exact,both
ronnie price,854389.0,2012,131.0,67.0,56.0,46.0,Exact,both
francisco elson,854389.0,2012,2.0,1.0,1.0,1.0,Exact,both
tony battie,854389.0,2012,42.0,16.0,67.0,4.0,Exact,both
willie green,854389.0,2012,404.0,40.0,80.0,33.0,Exact,both
larry hughes,854389.0,2012,12.0,7.0,5.0,12.0,Exact,both
dajuan summers,854389.0,2012,68.0,10.0,23.0,8.0,Exact,both
baron davis,854389.0,2012,178.0,135.0,56.0,76.0,Exact,both
mike bibby,854389.0,2012,103.0,80.0,59.0,20.0,Exact,both
chase budinger,854389.0,2012,558.0,74.0,217.0,55.0,Exact,both
jason collins,854389.0,2012,39.0,10.0,48.0,10.0,Exact,both
jerry stackhouse,854389.0,2012,108.0,14.0,23.0,13.0,Exact,both
shelden williams,854389.0,2012,268.0,35.0,350.0,66.0,Exact,both
rasual butler,854389.0,2012,110.0,19.0,66.0,15.0,Exact,both
steve novak,854389.0,2012,477.0,12.0,104.0,21.0,Exact,both
marquis daniels,854389.0,2012,121.0,47.0,66.0,28.0,Exact,both
juwan howard,854389.0,2012,42.0,10.0,47.0,20.0,Exact,both
danny green,854389.0,2012,603.0,86.0,228.0,67.0,Exact,both
sundiata gaines,854389.0,2012,291.0,126.0,108.0,52.0,Exact,both
damien wilkins,854389.0,2012,193.0,44.0,100.0,30.0,Exact,both
jason kapono,854389.0,2012,54.0,11.0,14.0,6.0,Exact,both
t.j. ford,854389.0,2012,51.0,45.0,18.0,23.0,Exact,both
alonzo gee,854389.0,2012,665.0,113.0,322.0,114.0,Exact,both
anthony carter,854389.0,2012,47.0,34.0,33.0,17.0,Exact,both
delonte west,854389.0,2012,421.0,139.0,101.0,76.0,Exact,both
troy murphy,854389.0,2012,188.0,51.0,191.0,26.0,Exact,both
eddy curry,854389.0,2012,30.0,1.0,12.0,10.0,Exact,both
brian cardinal,854389.0,2012,43.0,16.0,34.0,8.0,Exact,both
brian scalabrine,854389.0,2012,32.0,15.0,21.0,9.0,Exact,both
vladimir radmanovic,854389.0,2012,220.0,54.0,143.0,35.0,Exact,both
gary neal,854389.0,2012,557.0,117.0,118.0,60.0,Exact,both
chandler parsons,850000.0,2012,599.0,134.0,300.0,81.0,Exact,both
solomon alabi,830000.0,2012,33.0,3.0,47.0,5.0,Exact,both
michael redd,826828.0,2012,418.0,33.0,77.0,37.0,Exact,both
lance stephenson,810000.0,2012,106.0,46.0,53.0,36.0,Exact,both
tyler honeycutt,809875.0,2012,20.0,7.0,14.0,2.0,Exact,both
ike diogu,792377.0,2012,2.0,0.0,1.0,1.0,Exact,both
solomon jones,792377.0,2012,6.0,2.0,17.0,5.0,Exact,both
solomon jones,792377.0,2012,61.0,7.0,41.0,13.0,Exact,both
solomon jones,792377.0,2012,67.0,9.0,58.0,18.0,Exact,both
nate robinson,785487.0,2012,570.0,231.0,100.0,75.0,Exact,both
yi jianlian,771706.0,2012,79.0,5.0,49.0,14.0,Exact,both
jeremy lin,762195.0,2012,512.0,216.0,107.0,126.0,Exact,both
landry fields,762195.0,2012,580.0,169.0,278.0,102.0,Exact,both
hamady ndiaye,762195.0,2012,0.0,0.0,0.0,0.0,Exact,both
greg stiemsma,762195.0,2012,161.0,28.0,177.0,33.0,Exact,both
darington hobson,762195.0,2012,4.0,6.0,3.0,2.0,Exact,both
isaiah thomas,762195.0,2012,749.0,266.0,168.0,105.0,Exact,both
devin ebanks,762195.0,2012,97.0,12.0,54.0,18.0,Exact,both
chris johnson,762195.0,2012,55.0,2.0,40.0,15.0,Exact,both
chris johnson,762195.0,2012,32.0,1.0,18.0,7.0,Exact,both
chris johnson,762195.0,2012,23.0,1.0,22.0,8.0,Exact,both
samardo samuels,762195.0,2012,292.0,20.0,180.0,56.0,Exact,both
luke harangody,762195.0,2012,60.0,6.0,53.0,4.0,Exact,both
semih erden,762195.0,2012,99.0,9.0,72.0,16.0,Exact,both
jeff adrien,762195.0,2012,21.0,1.0,22.0,2.0,Exact,both
jeremy evans,762195.0,2012,62.0,13.0,50.0,5.0,Exact,both
dexter pittman,762195.0,2012,106.0,9.0,71.0,17.0,Exact,both
brian skinner,668434.0,2012,0.0,0.0,0.0,0.0,Exact,both
jeremy tyler,650000.0,2012,205.0,16.0,140.0,36.0,Exact,both
josh selby,550000.0,2012,63.0,30.0,15.0,29.0,Exact,both
trey thompkins,535000.0,2012,57.0,3.0,24.0,6.0,Exact,both
erick dampier,530547.0,2012,2.0,4.0,25.0,3.0,Exact,both
ish smith,522472.0,2012,72.0,41.0,35.0,13.0,Exact,both
ish smith,522472.0,2012,27.0,9.0,9.0,1.0,Exact,both
ish smith,522472.0,2012,45.0,32.0,26.0,12.0,Exact,both
travis leslie,500000.0,2012,14.0,5.0,9.0,2.0,Exact,both
malcolm lee,500000.0,2012,62.0,31.0,26.0,17.0,Exact,both
ryan reid,475000.0,2012,8.0,0.0,2.0,1.0,Exact,both
cory higgins,473604.0,2012,150.0,36.0,35.0,39.0,Exact,both
shelvin mack,473604.0,2012,230.0,131.0,92.0,48.0,Exact,both
josh harrellson,473604.0,2012,162.0,11.0,144.0,20.0,Exact,both
lavoy allen,473604.0,2012,169.0,34.0,171.0,20.0,Exact,both
chris wright,473604.0,2012,70.0,4.0,45.0,8.0,Exact,both
terrel harris,473604.0,2012,80.0,26.0,51.0,25.0,Exact,both
charles jenkins,473604.0,2012,297.0,170.0,68.0,60.0,Exact,both
justin harper,473604.0,2012,20.0,2.0,12.0,6.0,Exact,both
mychel thompson,473604.0,2012,18.0,7.0,5.0,5.0,Exact,both
dennis horner,473604.0,2012,5.0,0.0,5.0,1.0,Exact,both
jordan williams,473604.0,2012,197.0,11.0,156.0,23.0,Exact,both
greg smith,473604.0,2012,14.0,1.0,20.0,1.0,Exact,both
jon leuer,473604.0,2012,218.0,25.0,120.0,18.0,Exact,both
deandre liggins,473604.0,2012,33.0,5.0,15.0,10.0,Exact,both
andrew goudelock,473604.0,2012,175.0,20.0,31.0,21.0,Exact,both
ivan johnson,473604.0,2012,356.0,32.0,226.0,69.0,Exact,both
julyan stone,473604.0,2012,36.0,37.0,25.0,11.0,Exact,both
darius morris,473604.0,2012,46.0,21.0,16.0,19.0,Exact,both
e'twaun moore,473604.0,2012,110.0,34.0,33.0,21.0,Exact,both
vernon macklin,473604.0,2012,46.0,5.0,34.0,3.0,Exact,both
jerome jordan,473604.0,2012,42.0,4.0,27.0,2.0,Exact,both
carldell johnson,473604.0,2012,27.0,22.0,9.0,7.0,Exact,both
kyrylo fesenko,435000.0,2012,8.0,1.0,9.0,0.0,Exact,both
joel przybilla,420304.0,2012,55.0,6.0,138.0,22.0,Exact,both
gerald green,413413.0,2012,400.0,34.0,108.0,55.0,Exact,both
ronny turiaf,319128.0,2012,6.0,5.0,12.0,6.0,Exact,both
ronny turiaf,319128.0,2012,45.0,5.0,58.0,8.0,Exact,both
ronny turiaf,319128.0,2012,51.0,10.0,70.0,14.0,Exact,both
lance thomas,305551.0,2012,166.0,12.0,126.0,24.0,Exact,both
kelenna azubuike,280192.0,2012,7.0,0.0,0.0,4.0,Exact,both
gilbert arenas,261829.0,2012,72.0,18.0,18.0,12.0,Exact,both
terrence williams,254938.0,2012,213.0,65.0,102.0,43.0,Exact,both
terrence williams,254938.0,2012,54.0,10.0,28.0,10.0,Exact,both
terrence williams,254938.0,2012,159.0,55.0,74.0,33.0,Exact,both
manny harris,252016.0,2012,173.0,31.0,70.0,27.0,Exact,both
ryan hollins,248048.0,2012,42.0,3.0,26.0,11.0,Exact,both
ryan hollins,248048.0,2012,131.0,9.0,82.0,35.0,Exact,both
ryan hollins,248048.0,2012,89.0,6.0,56.0,24.0,Exact,both
boris diaw,241158.0,2012,272.0,158.0,195.0,84.0,Exact,both
boris diaw,241158.0,2012,93.0,47.0,85.0,28.0,Exact,both
boris diaw,241158.0,2012,365.0,205.0,280.0,112.0,Exact,both
bobby simmons,234268.0,2012,80.0,11.0,55.0,10.0,Exact,both
earl boykins,220487.0,2012,39.0,17.0,11.0,7.0,Exact,both
mike james,220487.0,2012,53.0,29.0,10.0,14.0,Exact,both
alan anderson,213597.0,2012,163.0,26.0,34.0,25.0,Exact,both
patty mills,213517.0,2012,165.0,39.0,28.0,26.0,Exact,both
cartier martin,199816.0,2012,158.0,10.0,58.0,13.0,Exact,both
ben uzoh,190548.0,2012,4.0,2.0,4.0,0.0,Exact,both
ben uzoh,190548.0,2012,77.0,59.0,63.0,19.0,Exact,both
ben uzoh,190548.0,2012,81.0,61.0,67.0,19.0,Exact,both
donald sloan,160414.0,2012,6.0,5.0,5.0,2.0,Exact,both
donald sloan,160414.0,2012,12.0,8.0,3.0,5.0,Exact,both
donald sloan,160414.0,2012,165.0,92.0,59.0,42.0,Exact,both
donald sloan,160414.0,2012,183.0,105.0,67.0,49.0,Exact,both
courtney fortson,156595.0,2012,17.0,5.0,8.0,5.0,Exact,both
courtney fortson,156595.0,2012,18.0,5.0,7.0,5.0,Exact,both
courtney fortson,156595.0,2012,35.0,10.0,15.0,10.0,Exact,both
james singleton,151585.0,2012,98.0,15.0,81.0,10.0,Exact,both
mickell gladness,137498.0,2012,2.0,2.0,11.0,3.0,Exact,both
mickell gladness,137498.0,2012,54.0,3.0,47.0,4.0,Exact,both
mickell gladness,137498.0,2012,56.0,5.0,58.0,7.0,Exact,both
blake ahearn,117134.0,2012,10.0,1.0,2.0,5.0,Exact,both
armon johnson,104494.0,2012,2.0,0.0,1.0,1.0,Exact,both
armon johnson,104494.0,2012,45.0,11.0,12.0,5.0,Exact,both
armon johnson,104494.0,2012,47.0,11.0,13.0,6.0,Exact,both
jamario moon,96017.0,2012,18.0,5.0,22.0,8.0,Exact,both
morris almond,75793.0,2012,14.0,2.0,8.0,1.0,Exact,both
mikki moore,75793.0,2012,24.0,5.0,22.0,7.0,Exact,both
dan gadzuric,69393.0,2012,0.0,0.0,5.0,1.0,Exact,both
jerome dyson,64930.0,2012,67.0,18.0,19.0,20.0,Exact,both
darryl watkins,55321.0,2012,23.0,3.0,27.0,8.0,Exact,both
sean williams,49966.0,2012,29.0,2.0,13.0,7.0,Exact,both
sean williams,49966.0,2012,11.0,3.0,12.0,3.0,Exact,both
sean williams,49966.0,2012,40.0,5.0,25.0,10.0,Exact,both
lester hudson,48232.0,2012,9.0,1.0,0.0,2.0,Exact,both
lester hudson,48232.0,2012,174.0,36.0,46.0,32.0,Exact,both
lester hudson,48232.0,2012,165.0,35.0,46.0,30.0,Exact,both
jeff foote,38194.0,2012,4.0,0.0,6.0,2.0,Exact,both
d.j. kennedy,22916.0,2012,12.0,3.0,7.0,3.0,Exact,both
larry owens,22287.0,2012,13.0,4.0,13.0,2.0,Exact,both
xavier silas,11458.0,2012,11.0,3.0,4.0,3.0,Exact,both
kobe bryant,30453805.0,2013,2133.0,469.0,433.0,287.0,Exact,both
dirk nowitzki,20907128.0,2013,917.0,132.0,363.0,70.0,Exact,both
amar'e stoudemire,19948799.0,2013,413.0,13.0,145.0,50.0,Exact,both
joe johnson,19752645.0,2013,1170.0,253.0,218.0,123.0,Exact,both
carmelo anthony,19444503.0,2013,1920.0,171.0,460.0,175.0,Exact,both
pau gasol,19285850.0,2013,673.0,200.0,421.0,104.0,Exact,both
chris bosh,19067500.0,2013,1232.0,123.0,501.0,128.0,Exact,both
lebron james,19067500.0,2013,2036.0,551.0,610.0,226.0,Exact,both
dwyane wade,18673000.0,2013,1463.0,352.0,344.0,194.0,Exact,both
chris paul,18668431.0,2013,1186.0,678.0,262.0,159.0,Exact,both
kevin durant,17832626.0,2013,2280.0,374.0,640.0,280.0,Exact,both
deron williams,17177795.0,2013,1476.0,604.0,232.0,218.0,Exact,both
paul pierce,16790345.0,2013,1430.0,370.0,487.0,214.0,Exact,both
zach randolph,16500000.0,2013,1169.0,108.0,854.0,150.0,Exact,both
rudy gay,16460538.0,2013,723.0,108.0,249.0,104.0,Exact,both
rudy gay,16460538.0,2013,643.0,94.0,212.0,94.0,Exact,both
rudy gay,16460538.0,2013,1366.0,202.0,461.0,198.0,Exact,both
carlos boozer,15300000.0,2013,1281.0,179.0,771.0,176.0,Exact,both
andre iguodala,14968250.0,2013,1038.0,433.0,423.0,206.0,Exact,both
russell westbrook,14693906.0,2013,1903.0,607.0,428.0,273.0,Exact,both
emeka okafor,14487500.0,2013,765.0,93.0,692.0,107.0,Exact,both
luol deng,14275000.0,2013,1237.0,222.0,476.0,144.0,Exact,both
manu ginobili,14107492.0,2013,705.0,274.0,201.0,132.0,Exact,both
marc gasol,13891359.0,2013,1127.0,318.0,622.0,157.0,Exact,both
blake griffin,13701250.0,2013,1440.0,299.0,662.0,185.0,Exact,both
brook lopez,13668750.0,2013,1437.0,70.0,512.0,131.0,Exact,both
eric gordon,13668750.0,2013,713.0,137.0,77.0,117.0,Exact,both
roy hibbert,13668750.0,2013,937.0,113.0,656.0,162.0,Exact,both
kevin love,13668750.0,2013,330.0,42.0,252.0,39.0,Exact,both
tyson chandler,13604188.0,2013,689.0,62.0,703.0,87.0,Exact,both
lamarcus aldridge,13500000.0,2013,1560.0,192.0,670.0,143.0,Exact,both
al jefferson,13500000.0,2013,1391.0,164.0,720.0,105.0,Exact,both
ben gordon,13200000.0,2013,840.0,141.0,130.0,136.0,Exact,both
josh smith,13200000.0,2013,1327.0,321.0,639.0,226.0,Exact,both
danny granger,13058606.0,2013,27.0,3.0,9.0,4.0,Exact,both
andrew bogut,13000000.0,2013,186.0,67.0,245.0,35.0,Exact,both
david lee,12744000.0,2013,1459.0,279.0,886.0,207.0,Exact,both
tony parker,12500000.0,2013,1341.0,499.0,198.0,170.0,Exact,both
kevin martin,12439675.0,2013,1077.0,106.0,178.0,101.0,Exact,both
serge ibaka,12350000.0,2013,1055.0,43.0,617.0,125.0,Exact,both
al horford,12000000.0,2013,1289.0,240.0,757.0,147.0,Exact,both
kris humphries,12000000.0,2013,375.0,32.0,365.0,57.0,Exact,both
hedo turkoglu,12000000.0,2013,32.0,23.0,26.0,12.0,Exact,both
kevin garnett,11566265.0,2013,1004.0,159.0,530.0,110.0,Exact,both
joakim noah,11100000.0,2013,784.0,262.0,733.0,176.0,Exact,both
jose calderon,11046591.0,2013,500.0,333.0,106.0,75.0,Exact,both
jose calderon,11046591.0,2013,326.0,185.0,70.0,51.0,Exact,both
jose calderon,11046591.0,2013,826.0,518.0,176.0,126.0,Exact,both
rajon rondo,11000000.0,2013,522.0,420.0,212.0,148.0,Exact,both
monta ellis,11000000.0,2013,1577.0,496.0,316.0,254.0,Exact,both
deandre jordan,10986550.0,2013,724.0,28.0,594.0,100.0,Exact,both
corey maggette,10924138.0,2013,95.0,19.0,25.0,17.0,Exact,both
nicolas batum,10850000.0,2013,1047.0,360.0,412.0,190.0,Exact,both
richard jefferson,10164000.0,2013,176.0,31.0,84.0,23.0,Exact,both
stephen jackson,10059750.0,2013,341.0,80.0,155.0,77.0,Exact,both
andrea bargnani,10000000.0,2013,443.0,38.0,128.0,54.0,Exact,both
javale mcgee,10000000.0,2013,717.0,24.0,381.0,90.0,Exact,both
david west,10000000.0,2013,1250.0,213.0,563.0,157.0,Exact,both
andrei kirilenko,9779349.0,2013,791.0,177.0,362.0,119.0,Exact,both
gerald wallace,9682435.0,2013,531.0,181.0,319.0,110.0,Exact,both
tim duncan,9638554.0,2013,1227.0,184.0,686.0,147.0,Exact,both
danilo gallinari,9439000.0,2013,1149.0,176.0,367.0,111.0,Exact,both
steve nash,9300500.0,2013,636.0,333.0,142.0,126.0,Exact,both
andris biedrins,9000000.0,2013,24.0,14.0,153.0,14.0,Exact,both
ryan anderson,8700000.0,2013,1309.0,97.0,519.0,97.0,Exact,both
shawn marion,8646364.0,2013,812.0,163.0,525.0,103.0,Exact,both
paul millsap,8603633.0,2013,1135.0,201.0,554.0,138.0,Exact,both
jameer nelson,8600000.0,2013,822.0,413.0,209.0,154.0,Exact,both
rodney stuckey,8500000.0,2013,876.0,270.0,212.0,134.0,Exact,both
mo williams,8500000.0,2013,592.0,285.0,110.0,125.0,Exact,both
devin harris,8500000.0,2013,577.0,197.0,116.0,88.0,Exact,both
kendrick perkins,8477437.0,2013,330.0,111.0,466.0,109.0,Exact,both
jeff green,8385000.0,2013,1036.0,128.0,318.0,132.0,Exact,both
jeremy lin,8374646.0,2013,1095.0,497.0,247.0,236.0,Exact,both
omer asik,8374646.0,2013,832.0,75.0,956.0,173.0,Exact,both
anderson varejao,8368182.0,2013,353.0,84.0,361.0,44.0,Exact,both
thaddeus young,8289130.0,2013,1127.0,125.0,571.0,90.0,Exact,both
marvin williams,8287500.0,2013,529.0,77.0,263.0,60.0,Exact,both
john salmons,8083000.0,2013,672.0,226.0,207.0,85.0,Exact,both
charlie villanueva,8060000.0,2013,467.0,54.0,241.0,39.0,Exact,both
tyrus thomas,8000000.0,2013,125.0,19.0,60.0,17.0,Exact,both
caron butler,8000000.0,2013,813.0,78.0,223.0,72.0,Exact,both
chris kaman,8000000.0,2013,693.0,51.0,372.0,103.0,Exact,both
george hill,8000000.0,2013,1076.0,355.0,284.0,116.0,Exact,both
ersan ilyasova,7900000.0,2013,962.0,117.0,520.0,75.0,Exact,both
arron afflalo,7750000.0,2013,1057.0,206.0,239.0,138.0,Exact,both
metta world peace,7727500.0,2013,929.0,112.0,372.0,98.0,Exact,both
trevor ariza,7727280.0,2013,530.0,113.0,266.0,84.0,Exact,both
marcin gortat,7727280.0,2013,680.0,75.0,516.0,99.0,Exact,both
marcus thornton,7525000.0,2013,916.0,91.0,181.0,68.0,Exact,both
mike conley,7505786.0,2013,1168.0,487.0,225.0,189.0,Exact,both
goran dragic,7500000.0,2013,1134.0,569.0,238.0,212.0,Exact,both
john wall,7459925.0,2013,906.0,373.0,196.0,157.0,Exact,both
taj gibson,7415730.0,2013,517.0,61.0,345.0,76.0,Exact,both
beno udrih,7372000.0,2013,275.0,164.0,63.0,55.0,Exact,both
beno udrih,7372000.0,2013,538.0,302.0,141.0,108.0,Exact,both
beno udrih,7372000.0,2013,263.0,138.0,78.0,53.0,Exact,both
al harrington,7148600.0,2013,51.0,10.0,27.0,7.0,Exact,both
tayshaun prince,6764045.0,2013,852.0,196.0,364.0,89.0,Exact,both
tayshaun prince,6764045.0,2013,325.0,85.0,155.0,35.0,Exact,both
tayshaun prince,6764045.0,2013,527.0,111.0,209.0,54.0,Exact,both
jj redick,6750000.0,2013,756.0,220.0,119.0,105.0,Exact,both
jj redick,6750000.0,2013,344.0,76.0,52.0,33.0,Exact,both
jj redick,6750000.0,2013,1100.0,296.0,171.0,138.0,Exact,both
samuel dalembert,6698565.0,2013,313.0,21.0,276.0,51.0,Exact,both
drew gooden,6687400.0,2013,52.0,6.0,31.0,9.0,Exact,both
wesley matthews,6505320.0,2013,1022.0,174.0,191.0,109.0,Exact,both
spencer hawes,6500000.0,2013,905.0,183.0,590.0,131.0,Exact,both
glen davis,6400000.0,2013,512.0,70.0,246.0,64.0,Exact,both
landry fields,6250000.0,2013,240.0,60.0,208.0,42.0,Exact,both
mike miller,6200000.0,2013,281.0,99.0,157.0,35.0,Exact,both
francisco garcia,6100000.0,2013,206.0,43.0,68.0,20.0,Exact,both
francisco garcia,6100000.0,2013,115.0,20.0,23.0,12.0,Exact,both
francisco garcia,6100000.0,2013,321.0,63.0,91.0,32.0,Exact,both
luke walton,6091363.0,2013,172.0,166.0,145.0,60.0,Exact,both
