Player,Salary,Season,PTS,AST,REB,TOV,IntegrationMethod,Source
dejounte murray,17410226.0,2021,1051.0,363.0,473.0,117.0,Exact,both
will barton,16724363.0,2021,711.0,181.0,226.0,96.0,Exact,both
thaddeus young,16507175.0,2021,823.0,291.0,423.0,137.0,Exact,both
terrence ross,16452334.0,2021,717.0,108.0,158.0,74.0,Exact,both
malik beasley,16362023.0,2021,724.0,88.0,162.0,60.0,Exact,both
patrick beverley,16249218.0,2021,278.0,76.0,119.0,34.0,Exact,both
christian wood,15862334.0,2021,860.0,71.0,395.0,80.0,Exact,both
jj redick,15859684.0,2021,270.0,40.0,52.0,25.0,Exact,both
jj redick,15859684.0,2021,327.0,51.0,64.0,36.0,Exact,both
jj redick,15859684.0,2021,57.0,11.0,12.0,11.0,Exact,both
justise winslow,15842988.0,2021,178.0,50.0,118.0,37.0,Exact,both
marcus smart,15777701.0,2021,627.0,273.0,167.0,96.0,Exact,both
kelly olynyk,15623197.0,2021,945.0,203.0,489.0,126.0,Exact,both
kelly olynyk,15623197.0,2021,513.0,112.0,228.0,71.0,Exact,both
kelly olynyk,15623197.0,2021,432.0,91.0,261.0,55.0,Exact,both
trevor ariza,15599250.0,2021,282.0,55.0,144.0,21.0,Exact,both
brook lopez,15474547.0,2021,859.0,50.0,347.0,64.0,Exact,both
cory joseph,15355512.0,2021,517.0,213.0,159.0,79.0,Exact,both
cory joseph,15355512.0,2021,228.0,105.0,60.0,35.0,Exact,both
cory joseph,15355512.0,2021,289.0,108.0,99.0,44.0,Exact,both
markelle fultz,14976129.0,2021,103.0,43.0,25.0,18.0,Exact,both
taurean prince,14928970.0,2021,389.0,76.0,142.0,47.0,Exact,both
taurean prince,14928970.0,2021,292.0,69.0,108.0,36.0,Exact,both
taurean prince,14928970.0,2021,97.0,7.0,34.0,11.0,Exact,both
tony snell,14841920.0,2021,249.0,59.0,112.0,21.0,Exact,both
robert covington,14792897.0,2021,593.0,117.0,466.0,64.0,Exact,both
kentavious caldwell-pope,14713286.0,2021,653.0,127.0,179.0,66.0,Exact,both
nicolas batum,14146851.0,2021,540.0,148.0,316.0,53.0,Exact,both
jordan clarkson,14014951.0,2021,1251.0,168.0,274.0,115.0,Exact,both
spencer dinwiddie,13958950.0,2021,20.0,9.0,13.0,5.0,Exact,both
dillon brooks,13893082.0,2021,1151.0,157.0,196.0,119.0,Exact,both
dwight powell,13503253.0,2021,342.0,63.0,234.0,40.0,Exact,both
lonzo ball,13410215.0,2021,802.0,316.0,263.0,123.0,Exact,both
josh richardson,13242242.0,2021,715.0,153.0,195.0,79.0,Exact,both
norman powell,13242242.0,2021,1283.0,129.0,215.0,119.0,Exact,both
norman powell,13242242.0,2021,460.0,52.0,89.0,42.0,Exact,both
norman powell,13242242.0,2021,823.0,77.0,126.0,77.0,Exact,both
jeremy lamb,12796260.0,2021,363.0,53.0,131.0,22.0,Exact,both
deandre jordan,12644750.0,2021,426.0,93.0,427.0,85.0,Exact,both
joe ingles,12630075.0,2021,809.0,318.0,244.0,117.0,Exact,both
zion williamson,12486078.0,2021,1647.0,226.0,441.0,167.0,Exact,both
paul millsap,12308783.0,2021,502.0,98.0,262.0,51.0,Exact,both
rodney hood,12244741.0,2021,66.0,6.0,30.0,5.0,Exact,both
rodney hood,12244741.0,2021,180.0,47.0,73.0,31.0,Exact,both
rodney hood,12244741.0,2021,246.0,53.0,103.0,36.0,Exact,both
deandre ayton,12209094.0,2021,997.0,99.0,727.0,103.0,Exact,both
tomas satoransky,12186914.0,2021,447.0,271.0,142.0,96.0,Exact,both
jayson tatum,12061535.0,2021,1692.0,276.0,472.0,171.0,Exact,both
anthony edwards,11891308.0,2021,1392.0,211.0,336.0,160.0,Exact,both
al-farouq aminu,11846777.0,2021,9.0,2.0,19.0,3.0,Exact,both
al-farouq aminu,11846777.0,2021,93.0,29.0,91.0,25.0,Exact,both
al-farouq aminu,11846777.0,2021,102.0,31.0,110.0,28.0,Exact,both
george hill,11687984.0,2021,261.0,73.0,61.0,31.0,Exact,both
george hill,11687984.0,2021,96.0,30.0,32.0,19.0,Exact,both
george hill,11687984.0,2021,165.0,43.0,29.0,12.0,Exact,both
de'anthony melton,11664963.0,2021,472.0,132.0,161.0,66.0,Exact,both
kyle anderson,11583784.0,2021,854.0,250.0,396.0,86.0,Exact,both
meyers leonard,11455699.0,2021,10.0,2.0,7.0,2.0,Exact,both
tristan thompson,11282645.0,2021,409.0,67.0,439.0,62.0,Exact,both
serge ibaka,11282645.0,2021,454.0,74.0,275.0,44.0,Exact,both
montrezl harrell,11282645.0,2021,931.0,73.0,428.0,74.0,Exact,both
jae crowder,11282645.0,2021,603.0,127.0,282.0,55.0,Exact,both
derrick favors,11282645.0,2021,369.0,44.0,376.0,36.0,Exact,both
ja morant,11171500.0,2021,1204.0,465.0,252.0,203.0,Exact,both
delon wright,10968223.0,2021,271.0,97.0,105.0,35.0,Exact,both
delon wright,10968223.0,2021,374.0,181.0,164.0,48.0,Exact,both
delon wright,10968223.0,2021,645.0,278.0,269.0,83.0,Exact,both
cedi osman,10773939.0,2021,613.0,174.0,201.0,80.0,Exact,both
tyus jones,10745376.0,2021,442.0,259.0,140.0,48.0,Exact,both
james wiseman,10639468.0,2021,448.0,26.0,226.0,60.0,Exact,both
royce o'neale,10358877.0,2021,496.0,181.0,485.0,83.0,Exact,both
maxi kleber,10328410.0,2021,353.0,68.0,260.0,30.0,Exact,both
thomas bryant,10155761.0,2021,143.0,15.0,61.0,11.0,Exact,both
rj barrett,10031975.0,2021,1264.0,217.0,414.0,139.0,Exact,both
jakob poeltl,9873657.0,2021,593.0,134.0,547.0,83.0,Exact,both
de'aaron fox,9870946.0,2021,1461.0,417.0,203.0,174.0,Exact,both
mason plumlee,9749531.0,2021,581.0,202.0,519.0,105.0,Exact,both
lamelo ball,9554492.0,2021,803.0,313.0,302.0,145.0,Exact,both
seth curry,9547776.0,2021,711.0,155.0,136.0,65.0,Exact,both
derrick rose,9363116.0,2021,734.0,209.0,130.0,78.0,Exact,both
derrick rose,9363116.0,2021,521.0,146.0,101.0,49.0,Exact,both
derrick rose,9363116.0,2021,213.0,63.0,29.0,29.0,Exact,both
cristiano felicio,9175552.0,2021,23.0,9.0,26.0,4.0,Exact,both
rajon rondo,9140185.0,2021,242.0,199.0,110.0,79.0,Exact,both
rajon rondo,9140185.0,2021,136.0,104.0,55.0,40.0,Exact,both
rajon rondo,9140185.0,2021,106.0,95.0,55.0,39.0,Exact,both
de'andre hunter,9045127.0,2021,344.0,44.0,110.0,29.0,Exact,both
doug mcdermott,8937070.0,2021,899.0,85.0,221.0,53.0,Exact,both
robin lopez,8896447.0,2021,642.0,55.0,272.0,75.0,Exact,both
jamychal green,8774285.0,2021,471.0,53.0,277.0,53.0,Exact,both
nemanja bjelica,8713643.0,2021,242.0,69.0,127.0,33.0,Exact,both
nemanja bjelica,8713643.0,2021,55.0,20.0,27.0,5.0,Exact,both
nemanja bjelica,8713643.0,2021,187.0,49.0,100.0,28.0,Exact,both
patrick williams,8614149.0,2021,655.0,99.0,327.0,98.0,Exact,both
ivica zubac,8530840.0,2021,650.0,90.0,519.0,81.0,Exact,both
darius miller,8530840.0,2021,73.0,21.0,24.0,8.0,Exact,both
aron baynes,8530840.0,2021,324.0,47.0,273.0,46.0,Exact,both
jabari parker,8446419.0,2021,64.0,10.0,36.0,7.0,Exact,both
jabari parker,8446419.0,2021,8.0,1.0,6.0,3.0,Exact,both
jabari parker,8446419.0,2021,72.0,11.0,42.0,10.0,Exact,both
lauri markkanen,8203631.0,2021,695.0,45.0,268.0,52.0,Exact,both
darius garland,8190484.0,2021,941.0,329.0,129.0,164.0,Exact,both
trae young,8008996.0,2021,1594.0,594.0,245.0,261.0,Exact,both
chris boucher,7921494.0,2021,818.0,63.0,404.0,46.0,Exact,both
isaac okoro,7800746.0,2021,646.0,128.0,206.0,86.0,Exact,both
frank ntilikina,7527342.0,2021,89.0,19.0,31.0,11.0,Exact,both
jarrett culver,7439233.0,2021,180.0,24.0,104.0,28.0,Exact,both
alec burks,7312148.0,2021,623.0,107.0,227.0,49.0,Exact,both
mo bamba,7274418.0,2021,367.0,35.0,265.0,36.0,Exact,both
onyeka okongwu,7085033.0,2021,228.0,18.0,163.0,29.0,Exact,both
justin holiday,6971402.0,2021,756.0,119.0,256.0,54.0,Exact,both
avery bradley,6867326.0,2021,88.0,32.0,39.0,19.0,Exact,both
avery bradley,6867326.0,2021,85.0,14.0,18.0,9.0,Exact,both
avery bradley,6867326.0,2021,173.0,46.0,57.0,28.0,Exact,both
coby white,6791377.0,2021,1041.0,328.0,284.0,156.0,Exact,both
trey lyles,6702802.0,2021,115.0,14.0,86.0,6.0,Exact,both
malik monk,6514743.0,2021,490.0,87.0,101.0,55.0,Exact,both
killian hayes,6467741.0,2021,176.0,138.0,69.0,83.0,Exact,both
luke kennard,6427166.0,2021,520.0,104.0,161.0,48.0,Exact,both
donovan mitchell,6331712.0,2021,1401.0,277.0,235.0,147.0,Exact,both
rodney mcgruder,6327820.0,2021,91.0,16.0,22.0,7.0,Exact,both
bam adebayo,6234206.0,2021,1197.0,346.0,573.0,169.0,Exact,both
justin jackson,6227070.0,2021,245.0,52.0,77.0,32.0,Exact,both
justin jackson,6227070.0,2021,9.0,1.0,6.0,1.0,Exact,both
justin jackson,6227070.0,2021,236.0,51.0,71.0,31.0,Exact,both
jaxson hayes,6221614.0,2021,449.0,35.0,257.0,39.0,Exact,both
ed davis,6099977.0,2021,48.0,21.0,115.0,7.0,Exact,both
mike scott,6099977.0,2021,213.0,40.0,120.0,19.0,Exact,both
richaun holmes,6099977.0,2021,869.0,101.0,504.0,75.0,Exact,both
daniel theis,6093457.0,2021,627.0,108.0,356.0,66.0,Exact,both
daniel theis,6093457.0,2021,230.0,41.0,136.0,25.0,Exact,both
daniel theis,6093457.0,2021,397.0,67.0,220.0,41.0,Exact,both
nerlens noel,6093457.0,2021,324.0,46.0,407.0,65.0,Exact,both
collin sexton,6083561.0,2021,1460.0,262.0,187.0,167.0,Exact,both
pat connaughton,6018231.0,2021,468.0,81.0,332.0,33.0,Exact,both
obi toppin,5925326.0,2021,253.0,29.0,138.0,23.0,Exact,both
kevon looney,5875834.0,2021,251.0,119.0,322.0,37.0,Exact,both
kris dunn,5809502.0,2021,5.0,2.0,6.0,3.0,Exact,both
garrett temple,5809502.0,2021,423.0,124.0,160.0,58.0,Exact,both
josh jackson,5809502.0,2021,828.0,143.0,254.0,142.0,Exact,both
elfrid payton,5809502.0,2021,639.0,203.0,216.0,103.0,Exact,both
rui hachimura,5719123.0,2021,789.0,82.0,312.0,68.0,Exact,both
denzel valentine,5658140.0,2021,406.0,105.0,197.0,42.0,Exact,both
deni avdija,5446527.0,2021,342.0,63.0,262.0,33.0,Exact,both
cam reddish,5432926.0,2021,292.0,35.0,104.0,34.0,Exact,both
mikal bridges,5312276.0,2021,970.0,152.0,309.0,57.0,Exact,both
jalen smith,5174222.0,2021,53.0,4.0,37.0,7.0,Exact,both
cameron johnson,5161353.0,2021,573.0,86.0,199.0,40.0,Exact,both
javale mcgee,5118504.0,2021,337.0,39.0,239.0,60.0,Exact,both
javale mcgee,5118504.0,2021,72.0,6.0,69.0,15.0,Exact,both
javale mcgee,5118504.0,2021,265.0,33.0,170.0,45.0,Exact,both
shai gilgeous-alexander,5046991.0,2021,830.0,207.0,166.0,106.0,Exact,both
john collins,5042094.0,2021,1111.0,78.0,467.0,84.0,Exact,both
willie cauley-stein,4996634.0,2021,280.0,35.0,236.0,29.0,Exact,both
devin vassell,4915518.0,2021,341.0,56.0,174.0,22.0,Exact,both
dorian finney-smith,4874765.0,2021,590.0,102.0,326.0,48.0,Exact,both
patrick mccaw,4874765.0,2021,5.0,4.0,3.0,0.0,Exact,both
alex len,4838994.0,2021,16.0,3.0,11.0,8.0,Exact,both
alex len,4838994.0,2021,423.0,49.0,260.0,55.0,Exact,both
alex len,4838994.0,2021,407.0,46.0,249.0,47.0,Exact,both
terrance ferguson,4806534.0,2021,2.0,2.0,1.0,4.0,Exact,both
miles bridges,4794722.0,2021,840.0,147.0,397.0,106.0,Exact,both
austin rivers,4788298.0,2021,285.0,81.0,82.0,36.0,Exact,both
austin rivers,4788298.0,2021,131.0,39.0,35.0,14.0,Exact,both
austin rivers,4788298.0,2021,154.0,42.0,47.0,22.0,Exact,both
jevon carter,4783363.0,2021,248.0,71.0,92.0,16.0,Exact,both
jarrett allen,4764964.0,2021,134.0,20.0,125.0,22.0,Exact,both
jarrett allen,4764964.0,2021,672.0,86.0,506.0,78.0,Exact,both
jarrett allen,4764964.0,2021,806.0,106.0,631.0,100.0,Exact,both
nicolo melli,4749771.0,2021,134.0,44.0,122.0,12.0,Exact,both
nicolo melli,4749771.0,2021,91.0,19.0,65.0,5.0,Exact,both
nicolo melli,4749771.0,2021,43.0,25.0,57.0,7.0,Exact,both
og anunoby,4719035.0,2021,682.0,94.0,237.0,75.0,Exact,both
gabriel deck,4716786.0,2021,84.0,24.0,40.0,6.0,Exact,both
tyrese haliburton,4669830.0,2021,753.0,309.0,173.0,92.0,Exact,both
tyler herro,4658131.0,2021,815.0,184.0,268.0,101.0,Exact,both
patrick patterson,4649028.0,2021,197.0,29.0,75.0,11.0,Exact,both
stanley johnson,4636085.0,2021,267.0,89.0,153.0,54.0,Exact,both
jake layman,4583602.0,2021,231.0,28.0,67.0,26.0,Exact,both
jerome robinson,4554883.0,2021,83.0,25.0,38.0,19.0,Exact,both
romeo langford,4425312.0,2021,56.0,13.0,35.0,10.0,Exact,both
wesley matthews,4415319.0,2021,279.0,54.0,93.0,26.0,Exact,both
bobby portis,4415319.0,2021,754.0,71.0,466.0,56.0,Exact,both
wayne ellington,4344333.0,2021,442.0,67.0,85.0,33.0,Exact,both
kyle kuzma,4341195.0,2021,874.0,127.0,417.0,113.0,Exact,both
tony bradley,4316678.0,2021,300.0,37.0,239.0,33.0,Exact,both
tony bradley,4316678.0,2021,191.0,20.0,135.0,27.0,Exact,both
tony bradley,4316678.0,2021,109.0,17.0,104.0,6.0,Exact,both
derrick white,4285265.0,2021,553.0,127.0,107.0,45.0,Exact,both
bismack biyombo,4265420.0,2021,331.0,81.0,347.0,71.0,Exact,both
josh hart,4254645.0,2021,434.0,109.0,377.0,49.0,Exact,both
aaron nesmith,4214722.0,2021,218.0,23.0,127.0,23.0,Exact,both
sekou doumbouya,4203754.0,2021,285.0,47.0,143.0,44.0,Exact,both
dewayne dedmon,4201411.0,2021,113.0,12.0,86.0,13.0,Exact,both
jeff teague,4110433.0,2021,371.0,132.0,88.0,64.0,Exact,both
jeff teague,4110433.0,2021,138.0,59.0,31.0,25.0,Exact,both
jeff teague,4110433.0,2021,233.0,73.0,57.0,39.0,Exact,both
michael carter-williams,4021681.0,2021,274.0,129.0,139.0,69.0,Exact,both
cole anthony,4003547.0,2021,605.0,192.0,221.0,106.0,Exact,both
taj gibson,4001797.0,2021,241.0,36.0,250.0,22.0,Exact,both
facundo campazzo,3899812.0,2021,396.0,232.0,134.0,73.0,Exact,both
isaiah stewart,3803633.0,2021,537.0,59.0,453.0,67.0,Exact,both
chuma okeke,3803633.0,2021,349.0,101.0,181.0,38.0,Exact,both
nickeil alexander-walker,3793981.0,2021,508.0,102.0,144.0,69.0,Exact,both
demarcus cousins,3719241.0,2021,366.0,76.0,263.0,64.0,Exact,both
demarcus cousins,3719241.0,2021,125.0,16.0,72.0,25.0,Exact,both
demarcus cousins,3719241.0,2021,241.0,60.0,191.0,39.0,Exact,both
donte divincenzo,3709891.0,2021,688.0,203.0,380.0,91.0,Exact,both
khem birch,3670087.0,2021,482.0,89.0,387.0,44.0,Exact,both
khem birch,3670087.0,2021,227.0,36.0,144.0,21.0,Exact,both
khem birch,3670087.0,2021,255.0,53.0,243.0,23.0,Exact,both
ryan arcidiacono,3656074.0,2021,136.0,56.0,67.0,10.0,Exact,both
trey burke,3656074.0,2021,411.0,81.0,54.0,33.0,Exact,both
aleksej pokusevski,3613225.0,2021,367.0,97.0,212.0,99.0,Exact,both
goga bitadze,3604304.0,2021,231.0,37.0,150.0,17.0,Exact,both
ben mclemore,3526442.0,2021,406.0,39.0,100.0,42.0,Exact,both
ben mclemore,3526442.0,2021,168.0,11.0,34.0,14.0,Exact,both
ben mclemore,3526442.0,2021,238.0,28.0,66.0,28.0,Exact,both
luka samanic,3441974.0,2021,122.0,15.0,68.0,20.0,Exact,both
josh green,3432761.0,2021,101.0,28.0,78.0,17.0,Exact,both
kevin huerter,3365928.0,2021,822.0,241.0,231.0,79.0,Exact,both
alex caruso,3351401.0,2021,370.0,160.0,170.0,76.0,Exact,both
matisse thybulle,3304213.0,2021,255.0,63.0,124.0,32.0,Exact,both
saddiq bey,3278182.0,2021,857.0,95.0,318.0,60.0,Exact,both
josh okogie,3230799.0,2021,316.0,63.0,156.0,43.0,Exact,both
vincent poirier,3192005.0,2021,8.0,2.0,14.0,4.0,Exact,both
brandon clarke,3172156.0,2021,610.0,95.0,328.0,33.0,Exact,both
precious achiuwa,3146856.0,2021,304.0,29.0,208.0,43.0,Exact,both
jeff green,3125642.0,2021,750.0,108.0,263.0,54.0,Exact,both
jared dudley,3125642.0,2021,6.0,5.0,21.0,2.0,Exact,both
marc gasol,3125642.0,2021,262.0,109.0,215.0,53.0,Exact,both
udonis haslem,3125642.0,2021,4.0,0.0,1.0,0.0,Exact,both
dwight howard,3125642.0,2021,482.0,61.0,580.0,112.0,Exact,both
carmelo anthony,3125642.0,2021,924.0,104.0,214.0,61.0,Exact,both
grayson allen,3101959.0,2021,532.0,108.0,160.0,48.0,Exact,both
grant williams,3045217.0,2021,294.0,64.0,178.0,56.0,Exact,both
tyrese maxey,3020941.0,2021,488.0,120.0,104.0,41.0,Exact,both
chandler hutchison,2977799.0,2021,107.0,17.0,78.0,20.0,Exact,both
chandler hutchison,2977799.0,2021,94.0,13.0,58.0,15.0,Exact,both
chandler hutchison,2977799.0,2021,13.0,4.0,20.0,5.0,Exact,both
mfiondu kabengele,2964287.0,2021,27.0,5.0,14.0,6.0,Exact,both
mfiondu kabengele,2964287.0,2021,95.0,17.0,60.0,15.0,Exact,both
mfiondu kabengele,2964287.0,2021,68.0,12.0,46.0,9.0,Exact,both
darius bazley,2923835.0,2021,754.0,99.0,396.0,122.0,Exact,both
moritz wagner,2905256.0,2021,11.0,6.0,19.0,9.0,Exact,both
moritz wagner,2905256.0,2021,178.0,32.0,73.0,21.0,Exact,both
moritz wagner,2905256.0,2021,310.0,50.0,146.0,43.0,Exact,both
moritz wagner,2905256.0,2021,121.0,12.0,54.0,13.0,Exact,both
zeke nnaji,2900290.0,2021,136.0,10.0,65.0,7.0,Exact,both
aaron holiday,2858611.0,2021,475.0,123.0,89.0,66.0,Exact,both
bryn forbes,2848258.0,2021,701.0,45.0,112.0,44.0,Exact,both
reggie jackson,2841492.0,2021,715.0,205.0,192.0,74.0,Exact,both
markieff morris,2841492.0,2021,407.0,73.0,266.0,54.0,Exact,both
e'twaun moore,2841492.0,2021,133.0,40.0,45.0,23.0,Exact,both
kent bazemore,2827417.0,2021,481.0,108.0,229.0,82.0,Exact,both
hassan whiteside,2827417.0,2021,293.0,20.0,215.0,40.0,Exact,both
ty jerome,2806695.0,2021,353.0,120.0,91.0,47.0,Exact,both
mike muscala,2782314.0,2021,339.0,28.0,132.0,21.0,Exact,both
anfernee simons,2744541.0,2021,502.0,89.0,140.0,43.0,Exact,both
luke kornet,2742055.0,2021,26.0,4.0,15.0,1.0,Exact,both
luke kornet,2742055.0,2021,106.0,24.0,67.0,7.0,Exact,both
luke kornet,2742055.0,2021,80.0,20.0,52.0,6.0,Exact,both
brad wanamaker,2742055.0,2021,336.0,174.0,105.0,71.0,Exact,both
brad wanamaker,2742055.0,2021,151.0,75.0,39.0,34.0,Exact,both
brad wanamaker,2742055.0,2021,185.0,99.0,66.0,37.0,Exact,both
nassir little,2694088.0,2021,220.0,23.0,128.0,18.0,Exact,both
solomon hill,2649822.0,2021,317.0,75.0,214.0,42.0,Exact,both
matthew dellavedova,2649822.0,2021,36.0,58.0,24.0,6.0,Exact,both
edmond sumner,2632373.0,2021,399.0,49.0,94.0,51.0,Exact,both
anderson varejao,2610087.0,2021,13.0,3.0,20.0,1.0,Exact,both
dylan windler,2604879.0,2021,161.0,33.0,107.0,32.0,Exact,both
immanuel quickley,2565979.0,2021,731.0,127.0,137.0,58.0,Exact,both
john konchar,2559252.0,2021,184.0,47.0,128.0,18.0,Exact,both
landry shamet,2547113.0,2021,567.0,99.0,112.0,48.0,Exact,both
jordan poole,2514501.0,2021,612.0,99.0,92.0,51.0,Exact,both
bol bol,2508359.0,2021,69.0,7.0,24.0,13.0,Exact,both
keldon johnson,2495928.0,2021,881.0,121.0,412.0,78.0,Exact,both
payton pritchard,2481012.0,2021,510.0,120.0,158.0,53.0,Exact,both
tyler johnson,2472230.0,2021,210.0,47.0,77.0,17.0,Exact,both
bruno caboclo,2472230.0,2021,17.0,1.0,14.0,4.0,Exact,both
langston galloway,2472230.0,2021,190.0,26.0,42.0,13.0,Exact,both
gary clark,2459876.0,2021,119.0,31.0,115.0,17.0,Exact,both
gary clark,2459876.0,2021,0.0,1.0,2.0,0.0,Exact,both
gary clark,2459876.0,2021,0.0,0.0,1.0,0.0,Exact,both
gary clark,2459876.0,2021,119.0,30.0,112.0,17.0,Exact,both
damyean dotson,2437382.0,2021,308.0,91.0,93.0,42.0,Exact,both
theo maledon,2437382.0,2021,658.0,227.0,211.0,141.0,Exact,both
kenrich williams,2437382.0,2021,526.0,152.0,273.0,76.0,Exact,both
quinn cook,2415018.0,2021,76.0,18.0,17.0,7.0,Exact,both
quinn cook,2415018.0,2021,43.0,13.0,12.0,4.0,Exact,both
quinn cook,2415018.0,2021,33.0,5.0,5.0,3.0,Exact,both
cameron payne,2409366.0,2021,505.0,217.0,144.0,60.0,Exact,both
udoka azubuike,2409352.0,2021,16.0,0.0,13.0,3.0,Exact,both
jaden mcdaniels,2394436.0,2021,427.0,71.0,232.0,47.0,Exact,both
malachi flynn,2377179.0,2021,353.0,137.0,116.0,43.0,Exact,both
desmond bane,2359922.0,2021,625.0,118.0,210.0,59.0,Exact,both
jontay porter,2315513.0,2021,22.0,1.0,14.0,7.0,Exact,both
jahlil okafor,2294633.0,2021,145.0,13.0,66.0,21.0,Exact,both
jakarr sampson,2294633.0,2021,134.0,4.0,77.0,15.0,Exact,both
raul neto,2294633.0,2021,557.0,146.0,156.0,53.0,Exact,both
david nwaba,2222896.0,2021,276.0,31.0,118.0,17.0,Exact,both
marquese chriss,2222896.0,2021,13.0,2.0,13.0,2.0,Exact,both
georges niang,2173605.0,2021,500.0,59.0,176.0,51.0,Exact,both
rodions kurucs,2169456.0,2021,31.0,10.0,23.0,13.0,Exact,both
rodions kurucs,2169456.0,2021,15.0,4.0,9.0,4.0,Exact,both
rodions kurucs,2169456.0,2021,13.0,4.0,11.0,9.0,Exact,both
rodions kurucs,2169456.0,2021,3.0,2.0,3.0,0.0,Exact,both
pj dozier,2148304.0,2021,385.0,92.0,182.0,46.0,Exact,both
damion lee,2148304.0,2021,373.0,73.0,180.0,30.0,Exact,both
alfonzo mckinnie,2148304.0,2021,122.0,6.0,54.0,5.0,Exact,both
furkan korkmaz,2148304.0,2021,501.0,82.0,113.0,46.0,Exact,both
semi ojeleye,2136305.0,2021,260.0,37.0,147.0,21.0,Exact,both
abdel nader,2136305.0,2021,160.0,19.0,62.0,19.0,Exact,both
thon maker,2117043.0,2021,30.0,4.0,18.0,3.0,Exact,both
willy hernangomez,2117043.0,2021,365.0,50.0,334.0,34.0,Exact,both
frank kaminsky,2117043.0,2021,310.0,79.0,188.0,22.0,Exact,both
brandon goodwin,2073716.0,2021,228.0,95.0,69.0,36.0,Exact,both
thanasis antetokounmpo,2073716.0,2021,166.0,46.0,124.0,43.0,Exact,both
shake milton,2073716.0,2021,817.0,193.0,148.0,103.0,Exact,both
ignas brazdeikis,2055097.0,2021,0.0,0.0,2.0,0.0,Exact,both
ignas brazdeikis,2055097.0,2021,2.0,1.0,2.0,1.0,Exact,both
ignas brazdeikis,2055097.0,2021,91.0,17.0,45.0,12.0,Exact,both
ignas brazdeikis,2055097.0,2021,89.0,16.0,41.0,11.0,Exact,both
sterling brown,2046005.0,2021,416.0,72.0,224.0,41.0,Exact,both
dwayne bacon,2046005.0,2021,788.0,93.0,224.0,46.0,Exact,both
torrey craig,2046005.0,2021,274.0,49.0,197.0,25.0,Exact,both
torrey craig,2046005.0,2021,229.0,33.0,154.0,20.0,Exact,both
torrey craig,2046005.0,2021,45.0,16.0,43.0,5.0,Exact,both
bruce brown,2027733.0,2021,573.0,104.0,349.0,54.0,Exact,both
jalen brunson,2027733.0,2021,857.0,239.0,231.0,80.0,Exact,both
hamidou diallo,2027733.0,2021,604.0,101.0,272.0,76.0,Exact,both
hamidou diallo,2027733.0,2021,223.0,24.0,107.0,27.0,Exact,both
hamidou diallo,2027733.0,2021,381.0,77.0,165.0,49.0,Exact,both
duncan robinson,2027733.0,2021,942.0,127.0,250.0,81.0,Exact,both
kendrick nunn,2027733.0,2021,816.0,148.0,179.0,80.0,Exact,both
jarred vanderbilt,2027733.0,2021,344.0,76.0,368.0,53.0,Exact,both
mitchell robinson,2027733.0,2021,256.0,17.0,252.0,26.0,Exact,both
isaac bonga,2027733.0,2021,78.0,23.0,66.0,22.0,Exact,both
isaiah hartenstein,1974967.0,2021,236.0,55.0,181.0,44.0,Exact,both
isaiah hartenstein,1974967.0,2021,132.0,40.0,96.0,23.0,Exact,both
isaiah hartenstein,1974967.0,2021,104.0,15.0,85.0,21.0,Exact,both
wenyen gabriel,1974967.0,2021,72.0,11.0,54.0,15.0,Exact,both
drew eubanks,1974967.0,2021,311.0,42.0,241.0,45.0,Exact,both
bruno fernando,1849950.0,2021,51.0,10.0,78.0,21.0,Exact,both
carsen edwards,1849950.0,2021,123.0,14.0,26.0,7.0,Exact,both
cody martin,1849950.0,2021,207.0,86.0,161.0,40.0,Exact,both
caleb martin,1849950.0,2021,264.0,67.0,141.0,33.0,Exact,both
jalen mcdaniels,1849950.0,2021,346.0,53.0,169.0,45.0,Exact,both
javonte green,1849950.0,2021,146.0,17.0,71.0,19.0,Exact,both
javonte green,1849950.0,2021,41.0,6.0,19.0,6.0,Exact,both
javonte green,1849950.0,2021,105.0,11.0,52.0,13.0,Exact,both
dean wade,1849950.0,2021,376.0,74.0,215.0,30.0,Exact,both
eric paschall,1849950.0,2021,381.0,51.0,128.0,43.0,Exact,both
alen smailagic,1849950.0,2021,28.0,4.0,16.0,5.0,Exact,both
mychal mulder,1849950.0,2021,337.0,26.0,60.0,16.0,Exact,both
jalen lecque,1849950.0,2021,5.0,2.0,5.0,0.0,Exact,both
terance mann,1849950.0,2021,472.0,104.0,242.0,40.0,Exact,both
talen horton-tucker,1849950.0,2021,585.0,181.0,169.0,105.0,Exact,both
kz okpala,1849950.0,2021,92.0,19.0,68.0,15.0,Exact,both
naz reid,1849950.0,2021,784.0,72.0,322.0,69.0,Exact,both
jaylen nowell,1849950.0,2021,379.0,62.0,95.0,28.0,Exact,both
luguentz dort,1849950.0,2021,729.0,88.0,189.0,79.0,Exact,both
isaiah roby,1849950.0,2021,533.0,107.0,341.0,113.0,Exact,both
justin james,1849950.0,2021,139.0,22.0,30.0,15.0,Exact,both
terence davis,1849950.0,2021,533.0,83.0,154.0,63.0,Exact,both
terence davis,1849950.0,2021,299.0,46.0,88.0,34.0,Exact,both
terence davis,1849950.0,2021,234.0,37.0,66.0,29.0,Exact,both
chris silva,1849950.0,2021,32.0,6.0,27.0,10.0,Exact,both
chris silva,1849950.0,2021,2.0,0.0,2.0,1.0,Exact,both
